topic,word,score
0,swan,0.000356042
0,31,0.000354973
0,rt,0.000354973
0,bishops,0.000354973
0,mbe,0.000354973
0,ceremony,0.000354973
0,edward,0.000353904
0,fred,0.000350696
0,keen,0.000349627
0,interest,0.00034642
0,latterday,0.00034642
0,bought,0.00034642
0,dame,0.000345351
0,roy,0.000342143
0,largely,0.000337867
0,bird,0.000337867
0,trainer,0.000336798
0,continuing,0.000335728
0,manitoba,0.00033359
0,congregation,0.000332521
0,sale,0.000332521
0,exeter,0.000330383
0,collins,0.000330383
0,turned,0.000330383
0,extended,0.000329314
0,17,0.000329314
0,bailey,0.000327175
0,panel,0.000327175
0,nsw,0.000323968
0,put,0.000322899
0,changed,0.000322899
0,oconnor,0.000322899
0,god,0.00032183
0,malta,0.00032183
0,van,0.00032183
0,walter,0.000320761
0,tim,0.000320761
0,guy,0.000320761
0,success,0.000319691
0,benedict,0.000319691
0,richmond,0.000318622
0,harry,0.000316484
0,surrey,0.000315415
0,apprentice,0.000315415
0,tasmania,0.000314346
0,citys,0.000314346
0,trinidad,0.000312208
0,hugh,0.000312208
0,lincoln,0.000311138
0,lancashire,0.000311138
0,harper,0.000311138
0,cameron,0.000311138
0,honours,0.000310069
0,failed,0.000310069
0,participated,0.000309
0,sides,0.000307931
0,patron,0.000307931
0,swiss,0.000306862
0,hearts,0.000306862
0,give,0.000305793
0,sean,0.000304724
0,ground,0.000304724
0,sons,0.000303655
0,londons,0.000303655
0,raymond,0.000302585
0,skills,0.000300447
0,reynolds,0.000299378
0,greater,0.000299378
0,broken,0.000299378
0,missionary,0.000299378
0,jordan,0.000299378
0,td,0.00029724
0,wood,0.00029724
0,lane,0.00029724
0,ellis,0.000295101
0,members,0.000295101
0,coming,0.000294032
0,grant,0.000292963
0,aberdeen,0.000290825
0,rome,0.000290825
0,follow,0.000288687
0,princess,0.000288687
0,trevor,0.000287618
0,clare,0.000287618
0,gerry,0.000287618
0,norwegian,0.000286548
0,borough,0.000286548
0,closed,0.000286548
0,rising,0.000285479
0,anderson,0.000285479
0,receiving,0.000283341
0,1959,0.000281203
0,concentrate,0.000281203
0,walking,0.000277995
0,newspaper,0.000277995
0,malcolm,0.000277995
0,regina,0.000277995
0,marys,0.000277995
0,jonathan,0.000276926
0,seventy,0.000276926
0,remains,0.000276926
0,theological,0.000275857
0,bolton,0.000274788
0,present,0.000273719
0,mansfield,0.00027265
0,shortlived,0.00027265
0,rules,0.000271581
0,hughes,0.000270511
0,johns,0.000270511
0,christopher,0.000270511
0,nurse,0.000270511
0,carr,0.000269442
0,quit,0.000269442
0,recruited,0.000268373
0,ed,0.000268373
0,expected,0.000267304
0,jimmy,0.000267304
0,asked,0.000265166
0,pauls,0.000265166
0,giving,0.000264097
0,canon,0.000263028
0,specialising,0.000261958
0,1955,0.000261958
0,nelson,0.000261958
0,nigel,0.000260889
0,rejoined,0.000260889
0,obrien,0.000260889
0,stopped,0.000260889
0,resulted,0.00025982
0,wednesday,0.000257682
0,widely,0.000257682
0,denis,0.000256613
0,bad,0.000256613
0,helen,0.000255544
0,oneill,0.000255544
0,provincial,0.000255544
0,autumn,0.000255544
0,railway,0.000253405
0,eldest,0.000252336
0,promotion,0.000252336
0,stable,0.000252336
0,newfoundland,0.000250198
0,jubilee,0.000249129
0,dundee,0.000249129
0,chaplain,0.000249129
0,sussex,0.00024806
0,marie,0.00024806
0,glen,0.000246991
0,apostolic,0.000246991
0,cousin,0.000245921
0,retained,0.000245921
0,alexandra,0.000243783
0,ultimately,0.000243783
0,lucas,0.000242714
0,richards,0.000242714
0,defence,0.000241645
0,limerick,0.000241645
0,hampshire,0.000241645
0,gloucester,0.000240576
0,sisters,0.000240576
0,1956,0.000240576
0,eye,0.000239507
0,hall,0.000239507
0,figure,0.000238438
0,huddersfield,0.000238438
0,saturday,0.000238438
0,reformed,0.000238438
0,coverage,0.000237368
0,clive,0.000237368
0,subsequent,0.000237368
0,crystal,0.000237368
0,overseas,0.000237368
0,webb,0.000236299
0,virgin,0.000236299
0,province,0.00023523
0,hope,0.00023523
0,running,0.000234161
0,opening,0.000234161
0,bell,0.000234161
0,boyd,0.000233092
0,gang,0.000233092
0,occasions,0.000233092
0,robertson,0.000232023
0,free,0.000230954
0,doctors,0.000230954
0,castle,0.000230954
0,friday,0.000230954
0,mormon,0.000229885
0,patterson,0.000229885
0,commentary,0.000227746
0,benson,0.000227746
0,hayes,0.000227746
0,prior,0.000227746
0,older,0.000227746
0,died,0.000226677
0,tasmanian,0.000226677
0,felt,0.000226677
0,walsh,0.000226677
0,hosted,0.000224539
0,fianna,0.000224539
0,parker,0.000224539
0,duties,0.00022347
0,suburb,0.00022347
0,holland,0.000222401
0,reasons,0.000221331
0,peters,0.000220262
0,fourth,0.000220262
0,marks,0.000220262
0,rector,0.000219193
0,vicar,0.000219193
0,replacement,0.000219193
0,rest,0.000218124
0,occasion,0.000217055
0,samuel,0.000217055
0,julian,0.000217055
0,isle,0.000215986
0,booth,0.000213848
0,patricks,0.000213848
0,logan,0.000213848
0,williamson,0.000213848
0,ira,0.000213848
0,spend,0.000212778
0,suburbs,0.000212778
0,victor,0.000212778
0,lewis,0.000212778
0,midlands,0.000212778
0,warwick,0.000212778
0,stephens,0.000211709
0,highly,0.000211709
0,installed,0.000211709
0,stepped,0.000211709
0,sam,0.000211709
0,read,0.000211709
0,departed,0.00021064
0,rob,0.00021064
0,centenary,0.00021064
0,charities,0.00021064
0,ryan,0.000209571
0,fil,0.000209571
0,china,0.000209571
0,forest,0.000209571
0,byrne,0.000209571
0,gain,0.000209571
0,reporter,0.000208502
0,churchill,0.000208502
0,louise,0.000208502
0,spirit,0.000208502
0,cm,0.000208502
0,favour,0.000208502
0,miles,0.000206364
0,blackburn,0.000206364
0,devon,0.000205294
0,portsmouth,0.000205294
0,remaining,0.000205294
0,vatican,0.000205294
0,succession,0.000205294
0,difficulties,0.000204225
0,transferred,0.000204225
0,fire,0.000204225
0,turn,0.000204225
0,perkins,0.000204225
0,preferred,0.000204225
0,calling,0.000203156
0,storm,0.000203156
0,norfolk,0.000202087
0,attempt,0.000202087
0,twenty,0.000201018
0,mccarthy,0.000201018
0,1948,0.000201018
0,status,0.000201018
0,frances,0.000199949
0,carlisle,0.000199949
0,wa,0.00019888
0,heavily,0.00019888
0,standing,0.00019888
0,squash,0.000197811
0,mac,0.000197811
0,brendan,0.000196741
0,peterson,0.000195672
0,oc,0.000194603
0,uncle,0.000194603
0,ali,0.000194603
0,challenge,0.000193534
0,cheltenham,0.000193534
0,1934,0.000192465
0,odonnell,0.000192465
0,accident,0.000192465
0,ireann,0.000192465
0,choice,0.000191396
0,irelands,0.000190327
0,sandra,0.000190327
0,herald,0.000190327
0,vic,0.000190327
0,browne,0.000189258
0,adopted,0.000189258
0,fit,0.000189258
0,1943,0.000188188
0,contact,0.000187119
0,permanently,0.000187119
0,baxter,0.000183912
0,sat,0.000183912
0,joe,0.000183912
0,grey,0.000183912
0,commenced,0.000183912
0,bartlett,0.000182843
0,fitzgerald,0.000181774
0,oldham,0.000181774
0,wells,0.000181774
0,chandler,0.000181774
0,seanad,0.000180704
0,marsh,0.000180704
0,40,0.000179635
0,glenn,0.000179635
0,johannesburg,0.000178566
0,keeper,0.000177497
0,defeat,0.000177497
0,derry,0.000177497
0,sheridan,0.000176428
0,ordination,0.000176428
0,thames,0.000175359
0,brennan,0.000175359
0,teenager,0.000175359
0,geoffrey,0.00017429
0,step,0.00017429
0,required,0.000173221
0,opportunities,0.000173221
0,crash,0.000173221
0,quorum,0.000173221
0,leo,0.000173221
0,presenting,0.000173221
0,swansea,0.000172151
0,gaelic,0.000172151
0,controversial,0.000172151
0,upper,0.000171082
0,somerset,0.000171082
0,priests,0.000171082
0,abbey,0.000171082
0,marcus,0.000171082
0,bond,0.000171082
0,diocesan,0.000171082
0,lasted,0.000170013
0,titular,0.000170013
0,brigham,0.000170013
0,setting,0.000170013
0,gallagher,0.000170013
0,chase,0.000170013
0,announcing,0.000168944
0,chain,0.000167875
0,rev,0.000167875
0,emma,0.000167875
0,cunningham,0.000167875
0,leslie,0.000166806
0,jensen,0.000166806
0,worship,0.000166806
0,bedford,0.000165737
0,1939,0.000165737
0,derbyshire,0.000165737
0,grandfather,0.000165737
0,ocean,0.000165737
0,higgins,0.000164668
0,living,0.000164668
0,undertook,0.000164668
0,piper,0.000163598
0,hung,0.000163598
0,lyons,0.000163598
0,daily,0.000163598
0,crossing,0.000163598
0,allen,0.000162529
0,celebrate,0.000162529
0,archdiocese,0.000162529
0,sitting,0.00016146
0,josephs,0.00016146
0,nephew,0.00016146
0,districts,0.00016146
0,constable,0.000160391
0,vi,0.000160391
0,chung,0.000160391
0,announcer,0.000160391
0,hanson,0.000160391
0,gill,0.000160391
0,scheme,0.000159322
0,waterford,0.000159322
0,handful,0.000159322
0,celebrated,0.000159322
0,peer,0.000159322
0,neville,0.000159322
0,ernest,0.000158253
0,abbott,0.000158253
0,bournemouth,0.000158253
0,train,0.000158253
0,clyde,0.000158253
0,covering,0.000158253
0,peers,0.000157184
0,karl,0.000157184
0,conway,0.000157184
0,commented,0.000157184
0,daughters,0.000157184
0,priesthood,0.000157184
0,visit,0.000157184
0,griffith,0.000156114
0,doyle,0.000156114
0,anne,0.000156114
0,demise,0.000156114
0,surprise,0.000156114
0,coventry,0.000156114
0,republic,0.000155045
0,raf,0.000155045
0,desmond,0.000155045
0,moment,0.000153976
0,premiers,0.000153976
0,point,0.000153976
0,pierre,0.000152907
0,baroness,0.000152907
0,reverend,0.000152907
0,gould,0.000152907
0,waterloo,0.000152907
0,rebecca,0.000152907
0,earl,0.000152907
0,im,0.000151838
0,spotted,0.000151838
0,charlie,0.000151838
0,howe,0.000150769
0,cuts,0.000150769
0,linked,0.000150769
0,buckley,0.000150769
0,licence,0.000150769
0,salisbury,0.0001497
0,attack,0.0001497
0,alison,0.0001497
0,paddy,0.0001497
0,indies,0.0001497
0,auxiliary,0.000148631
0,mckay,0.000148631
0,uks,0.000148631
0,ashton,0.000148631
0,ipswich,0.000148631
0,rodney,0.000147561
0,men,0.000147561
0,favourite,0.000147561
0,find,0.000147561
0,sutherland,0.000147561
0,marion,0.000147561
0,stirling,0.000147561
0,pretoria,0.000147561
0,odds,0.000147561
0,woodward,0.000146492
0,grace,0.000146492
0,kerr,0.000146492
0,christchurch,0.000146492
0,dominic,0.000146492
0,license,0.000146492
0,deacon,0.000146492
0,apartheid,0.000146492
0,select,0.000146492
0,swing,0.000146492
0,jamie,0.000145423
0,scotlands,0.000145423
0,yearsin,0.000145423
0,100000,0.000145423
0,pressure,0.000145423
0,cornwall,0.000144354
0,separate,0.000144354
0,2011in,0.000143285
0,mutual,0.000143285
0,mills,0.000143285
0,thursday,0.000142216
0,hands,0.000142216
0,centres,0.000142216
0,putting,0.000142216
0,mackenzie,0.000142216
0,steel,0.000142216
0,consecrated,0.000141147
0,rise,0.000141147
0,canadians,0.000141147
0,maltese,0.000141147
0,mainland,0.000141147
0,easily,0.000140078
0,temporarily,0.000140078
0,hobart,0.000140078
0,represent,0.000140078
0,millennium,0.000140078
0,primarily,0.000140078
0,hay,0.000140078
0,caroline,0.000139008
0,monday,0.000139008
0,hand,0.000139008
0,durban,0.000139008
0,tyne,0.000139008
0,townsend,0.000139008
0,2009he,0.000137939
0,honourable,0.000137939
0,prominence,0.000137939
0,ham,0.000137939
0,highprofile,0.00013687
0,lowe,0.00013687
0,barbados,0.00013687
0,profile,0.00013687
0,scarborough,0.00013687
0,recommended,0.000135801
0,shannon,0.000135801
0,failing,0.000135801
0,holden,0.000135801
0,zimbabwean,0.000135801
0,conclusion,0.000135801
0,enter,0.000135801
0,hannah,0.000135801
0,northeast,0.000134732
0,poor,0.000134732
0,nz,0.000134732
0,90,0.000134732
0,apparent,0.000134732
0,watt,0.000134732
0,cheshire,0.000134732
0,20000,0.000134732
0,commitments,0.000134732
0,attended,0.000134732
0,ao,0.000133663
0,trent,0.000133663
0,vital,0.000133663
0,famously,0.000132594
0,window,0.000132594
0,carlson,0.000132594
0,thirteen,0.000132594
0,yates,0.000132594
0,2007in,0.000132594
0,burns,0.000132594
0,announcement,0.000132594
0,pub,0.000131524
0,embarked,0.000131524
0,2006in,0.000131524
0,shop,0.000131524
0,onwards,0.000131524
0,fell,0.000131524
0,sudden,0.000130455
0,carry,0.000130455
0,battle,0.000130455
0,heather,0.000130455
0,organised,0.000129386
0,attitude,0.000129386
0,hyde,0.000129386
0,ac,0.000128317
0,harbour,0.000128317
0,decline,0.000128317
0,2012in,0.000128317
0,apprenticeship,0.000128317
0,angus,0.000128317
0,winston,0.000128317
0,mcdonald,0.000128317
0,burgess,0.000128317
0,shepherd,0.000128317
0,wills,0.000128317
0,daly,0.000127248
0,notable,0.000127248
0,towns,0.000127248
0,1936,0.000127248
0,olsen,0.000127248
0,boundary,0.000127248
0,xavier,0.000127248
0,graves,0.000126179
0,temporary,0.000126179
0,cornish,0.000126179
0,laurent,0.000126179
0,wilkinson,0.000126179
0,mcconnell,0.000126179
0,continuity,0.000126179
0,sit,0.00012511
0,boarding,0.00012511
0,hereford,0.00012511
0,telegraph,0.00012511
0,hertfordshire,0.00012511
0,gareth,0.00012511
0,200000,0.00012511
0,pay,0.000124041
0,mar,0.000124041
0,agreed,0.000124041
0,culminated,0.000124041
0,memorial,0.000124041
0,considerable,0.000124041
0,steven,0.000124041
0,synod,0.000124041
0,riley,0.000124041
0,terms,0.000124041
0,giles,0.000124041
0,graeme,0.000122971
0,clifton,0.000122971
0,2008in,0.000121902
0,wong,0.000121902
0,iain,0.000121902
0,2006he,0.000121902
0,oldest,0.000121902
0,thatcher,0.000120833
0,barber,0.000120833
0,zealands,0.000120833
0,2005in,0.000120833
0,atkinson,0.000120833
0,keating,0.000120833
0,bangor,0.000120833
0,cheng,0.000120833
0,completion,0.000120833
0,brock,0.000120833
0,wakefield,0.000120833
0,matthews,0.000120833
0,peterborough,0.000120833
0,cartel,0.000119764
0,flight,0.000119764
0,bringing,0.000119764
0,nicola,0.000119764
0,wheeler,0.000118695
0,target,0.000118695
0,duffy,0.000118695
0,closely,0.000118695
0,barker,0.000118695
0,yu,0.000118695
0,face,0.000118695
0,knighted,0.000118695
0,brady,0.000118695
0,speculation,0.000118695
0,bauer,0.000117626
0,yearin,0.000117626
0,kay,0.000117626
0,mid1990s,0.000117626
0,bury,0.000117626
0,eighteen,0.000117626
0,ill,0.000116557
0,stafford,0.000116557
0,parent,0.000116557
0,immediately,0.000116557
0,converted,0.000116557
0,1931,0.000116557
0,avoid,0.000115488
0,2007he,0.000115488
0,africas,0.000115488
0,rees,0.000115488
0,1949,0.000115488
0,unofficial,0.000115488
0,lodge,0.000115488
0,macau,0.000115488
0,add,0.000114418
0,crewe,0.000114418
0,2010he,0.000113349
0,saunders,0.000113349
0,renewed,0.000113349
0,unusual,0.000113349
0,nicky,0.000113349
0,brandon,0.000113349
0,paula,0.000113349
0,iceland,0.000113349
0,spending,0.000113349
0,2002in,0.00011228
0,stevenage,0.00011228
0,albeit,0.00011228
0,firstly,0.00011228
0,nuncio,0.000111211
0,wanted,0.000111211
0,respected,0.000111211
0,faithful,0.000111211
0,stints,0.000110142
0,duchess,0.000110142
0,bernie,0.000110142
0,lutheran,0.000110142
0,leisure,0.000110142
0,cowan,0.000110142
0,ecclesiastical,0.000110142
0,goldsmith,0.000110142
0,departing,0.000110142
0,tuesday,0.000109073
0,dempsey,0.000109073
0,forced,0.000109073
0,begin,0.000109073
0,gloucestershire,0.000109073
0,millwall,0.000109073
0,prompted,0.000108004
0,guelph,0.000108004
0,dual,0.000108004
0,xi,0.000108004
0,grandmother,0.000108004
0,maintained,0.000108004
0,pascal,0.000108004
0,gilles,0.000106934
0,sinclair,0.000106934
0,bowen,0.000106934
0,brave,0.000106934
0,phillip,0.000106934
0,wyatt,0.000106934
0,macleod,0.000105865
0,macquarie,0.000105865
0,albans,0.000105865
0,intermediate,0.000105865
0,exit,0.000105865
0,carried,0.000105865
0,experienced,0.000105865
0,yellow,0.000105865
0,caused,0.000105865
0,dla,0.000105865
0,christy,0.000105865
0,easter,0.000105865
0,butcher,0.000104796
0,schooling,0.000104796
0,jockeys,0.000104796
0,poole,0.000104796
0,saskatoon,0.000104796
0,hutton,0.000104796
0,hunter,0.000104796
0,henley,0.000104796
0,stake,0.000104796
0,atkins,0.000103727
0,donnelly,0.000103727
0,encouraged,0.000103727
0,sligo,0.000103727
0,archibald,0.000103727
0,princes,0.000103727
0,breton,0.000103727
0,wise,0.000103727
0,led,0.000103727
0,pierce,0.000103727
0,surname,0.000103727
0,badly,0.000103727
0,needed,0.000102658
0,affected,0.000102658
0,combined,0.000102658
0,gregorian,0.000102658
0,crawford,0.000102658
0,colours,0.000102658
0,remembered,0.000102658
0,mccann,0.000102658
0,doherty,0.000102658
0,natal,0.000101589
0,anglia,0.000101589
0,drawn,0.000101589
0,griffiths,0.000101589
0,grandchildren,0.000101589
0,bathurst,0.000101589
0,regained,0.000101589
0,buy,0.000101589
0,kildare,0.000101589
0,2008he,0.000101589
0,steward,0.000101589
0,relocated,0.00010052
0,torontos,0.00010052
0,pearce,0.00010052
0,1950,0.00010052
0,maguire,0.00010052
0,taoiseach,0.00010052
0,blackpool,0.00010052
0,appointment,0.00010052
0,wiltshire,0.00010052
0,challenging,0.00010052
0,fortunes,0.00010052
0,citing,0.00010052
0,labrador,0.00010052
0,formally,9.94505e-005
0,grays,9.94505e-005
0,sell,9.94505e-005
0,defunct,9.94505e-005
0,connor,9.94505e-005
0,struggling,9.94505e-005
0,account,9.94505e-005
0,tong,9.94505e-005
0,growing,9.94505e-005
0,cypriot,9.94505e-005
0,shields,9.94505e-005
0,sterling,9.94505e-005
0,persuaded,9.94505e-005
0,noticed,9.83814e-005
0,fill,9.83814e-005
0,cost,9.83814e-005
0,doubt,9.83814e-005
0,roach,9.83814e-005
0,julie,9.83814e-005
0,sydneys,9.83814e-005
0,duff,9.83814e-005
0,kendall,9.83814e-005
0,enabled,9.83814e-005
0,officially,9.73123e-005
0,davidson,9.73123e-005
0,guildford,9.73123e-005
0,papal,9.73123e-005
0,doncaster,9.73123e-005
0,otago,9.73123e-005
0,inn,9.73123e-005
0,shelley,9.73123e-005
0,clash,9.73123e-005
0,rae,9.73123e-005
0,ceased,9.62432e-005
0,peel,9.62432e-005
